ID,TARGET
495,0.150233
497,0.131225
498,0.291073
499,0.030913
503,0.130357
504,0.028330
505,0.030929
506,0.291073
507,0.012635
508,0.011703
509,0.064035
510,0.053846
511,0.029328
512,0.008800
516,0.032039
518,0.145067
519,0.028931
520,0.291073
521,0.144168
522,0.291073
524,0.005856
525,0.291073
526,0.007354
528,0.094158
529,0.014139
531,0.030975
532,0.170065
534,0.125327
536,0.028073
539,0.028324
540,0.184854
541,0.030908
542,0.149189
545,0.031297
546,0.066253
552,0.002126
556,0.050112
557,0.030843
559,0.069564
562,0.291073
563,0.079289
565,0.036249
569,0.167836
570,0.030858
574,0.169994
575,0.035286
585,0.124412
589,0.010380
590,0.082927
592,0.077602
593,0.076030
594,0.291073
595,0.073648
597,0.291073
601,0.089834
603,0.125314
604,0.007996
605,0.003859
607,0.030913
608,0.000000
610,0.088223
612,0.066730
613,0.122200
615,0.035150
616,0.112534
617,0.151872
619,0.031061
620,0.035858
621,0.000996
624,0.165688
625,0.291073
628,0.071784
629,0.031893
630,0.030838
632,0.133186
634,0.008012
637,0.000290
638,0.008241
642,0.116976
643,0.291073
644,0.019167
646,0.098422
655,0.022707
660,0.051818
664,0.176667
665,0.121871
666,0.019899
670,0.000132
671,0.158992
672,0.291073
675,0.080699
676,0.102904
677,0.139742
678,0.033046
680,0.122056
683,0.045231
684,0.030856
685,0.045489
691,0.212110
693,0.071349
696,0.070446
698,0.090046
699,0.091427
700,0.000000
703,0.120595
704,0.014010
705,0.025355
707,0.107454
709,0.046089
711,0.030838
713,0.045933
716,0.086854
719,0.030912
721,0.085837
722,0.133948
723,0.193228
724,0.059686
727,0.091308
728,0.013356
729,0.007498
733,0.001370
736,0.291073
739,0.080512
742,0.108687
743,0.291073
744,0.291073
745,0.110330
747,0.291073
749,0.123640
750,0.125258
751,0.219279
752,0.016918
755,0.014762
756,0.034619
762,0.032455
763,0.146046
764,0.000006
765,0.030884
766,0.013616
769,0.136428
770,0.111750
773,0.060268
774,0.144178
776,0.061792
777,0.030844
778,0.291073
779,0.000103
780,0.055896
781,0.231277
786,0.030959
788,0.037374
794,0.010674
796,0.070248
801,0.030801
802,0.135913
803,0.291073
804,0.010961
805,0.082118
809,0.033309
810,0.000298
817,0.149159
819,0.030615
821,0.030913
824,0.086519
825,0.009405
826,0.084283
830,0.040858
831,0.000016
832,0.157848
833,0.221955
837,0.105037
839,0.050554
840,0.001292
841,0.058230
842,0.209379
843,0.098441
844,0.151590
845,0.133589
848,0.156628
853,0.291073
854,0.024792
855,0.096370
856,0.003399
861,0.291073
865,0.114474
866,0.090237
867,0.182077
870,0.030577
871,0.000689
872,0.000618
873,0.076898
874,0.063668
875,0.291073
876,0.002537
879,0.088486
880,0.030914
883,0.030921
884,0.057451
886,0.291073
890,0.030836
892,0.097833
893,0.212630
894,0.075432
895,0.025740
896,0.105530
897,0.000148
899,0.115877
900,0.032432
901,0.291073
902,0.141386
905,0.291073
912,0.212304
914,0.101562
915,0.031256
917,0.031034
918,0.030923
919,0.002715
921,0.291073
922,0.131259
923,0.044120
926,0.031175
929,0.080766
930,0.088071
931,0.085373
937,0.104778
938,0.291073
939,0.223660
941,0.050702
946,0.110936
947,0.291073
950,0.031154
951,0.127119
952,0.059594
953,0.138725
954,0.062658
955,0.069299
956,0.030863
957,0.172252
960,0.121427
963,0.136159
966,0.060587
969,0.000009
971,0.291073
972,0.125262
975,0.291073
980,0.291073
982,0.037225
983,0.006045
985,0.098813
987,0.291073
988,0.291073
991,0.036081
992,0.031103
995,0.035271
996,0.089048
998,0.145247
1001,0.030862
1002,0.071233
1004,0.042055
1005,0.291073
1010,0.074604
1011,0.008398
1012,0.056156
1013,0.120216
1014,0.086800
1015,0.044824
1016,0.030909
1022,0.009237
1023,0.015044
1024,0.006211
1025,0.028639
1026,0.097845
1028,0.003472
1029,0.291073
1032,0.000262
1034,0.261021
1036,0.001481
1037,0.291073
1039,0.237530
1042,0.020442
1045,0.115957
1046,0.182461
1050,0.291073
1052,0.291073
1055,0.052078
1057,0.291073
1058,0.004334
1060,0.034057
1062,0.019043
1063,0.138793
1064,0.030850
1065,0.094493
1066,0.029071
1067,0.030840
1068,0.005477
1070,0.004709
1072,0.004480
1077,0.088837
1078,0.030832
1079,0.129257
1081,0.175947
1082,0.069150
1093,0.030712
1094,0.165224
1102,0.018419
1103,0.030887
1106,0.088284
1107,0.115222
1112,0.120986
1113,0.001877
1114,0.291073
1116,0.291073
1118,0.030913
1120,0.088116
1121,0.014140
1128,0.002173
1130,0.026256
1132,0.085279
1135,0.030947
1138,0.029985
1139,0.103675
1141,0.039578
1143,0.051497
1146,0.065546
1148,0.030849
1149,0.215718
1151,0.115723
1152,0.030849
1153,0.097592
1155,0.006916
1157,0.030951
1160,0.067598
1161,0.036184
1162,0.126583
1164,0.030850
1168,0.047895
1169,0.102677
1174,0.030869
1176,0.031454
1177,0.114116
1178,0.031170
1180,0.000091
1181,0.087752
1182,0.001620
1185,0.030832
1190,0.034124
1194,0.112065
1196,0.000942
1199,0.001389
1200,0.030965
1201,0.030870
1202,0.159982
1206,0.188215
1207,0.046383
1208,0.129323
1212,0.062184
1216,0.031083
1219,0.030869
1221,0.098818
1222,0.030909
1225,0.019649
1227,0.018222
1230,0.291073
1231,0.071359
1232,0.013863
1233,0.179523
1234,0.003309
1235,0.049820
1236,0.013807
1237,0.030051
1238,0.177971
1239,0.063935
1240,0.098715
1241,0.097844
1244,0.144099
1245,0.039403
1247,0.021157
1250,0.103391
1251,0.069636
1257,0.011873
1259,0.068353
1266,0.059942
1267,0.153031
1268,0.291073
1270,0.167694
1272,0.060946
1273,0.031195
1276,0.116582
1278,0.009132
1279,0.096549
1283,0.095211
1284,0.095938
1286,0.104925
1289,0.008744
1290,0.043096
1292,0.291073
1293,0.030835
1294,0.004795
1296,0.030942
1298,0.113316
1299,0.013821
1301,0.031139
1304,0.073912
1306,0.045812
1308,0.064380
1310,0.028358
1311,0.242213
1312,0.198440
1315,0.105342
1318,0.030843
1319,0.135491
1320,0.065535
1323,0.129548
1324,0.291073
1325,0.041857
1326,0.291073
1329,0.116843
1331,0.031012
1332,0.081624
1335,0.026841
1336,0.072499
1338,0.180531
1340,0.000055
1342,0.030831
1345,0.073878
1347,0.002715
1349,0.095794
1350,0.291073
1351,0.089514
1354,0.291073
1355,0.037716
1356,0.039654
1359,0.095591
1361,0.187103
1362,0.144679
1363,0.030868
1365,0.317978
1366,0.152647
1367,0.121362
1368,0.031141
1369,0.003509
1370,0.099372
1371,0.134444
1372,0.095640
1374,0.202000
1375,0.020740
1376,0.167129
1379,0.291073
1380,0.000762
1383,0.030849
1387,0.182555
1388,0.158363
1389,0.291073
1390,0.048621
1394,0.046102
1396,0.078603
1397,0.205870
1399,0.003854
1400,0.016735
1402,0.056228
1403,0.996575
1404,0.011842
1405,0.028452
1407,0.029028
1409,0.083201
1413,0.121925
1415,0.031375
1416,0.031250
1418,0.110514
1422,0.056835
1423,0.101478
1425,0.291073
1428,0.086683
1429,0.044515
1430,0.030849
1431,0.025707
1432,0.137769
1434,0.031153
1435,0.046338
1436,0.229801
1438,0.060357
1443,0.000015
1445,0.073412
1446,0.114826
1453,0.291073
1456,0.291073
1458,0.180722
1459,0.034778
1460,0.064187
1461,0.008177
1462,0.109020
1463,0.064751
1466,0.032367
1467,0.040610
1469,0.111201
1470,0.056650
1471,0.030872
1473,0.030657
1476,0.031018
1477,0.054452
1481,0.030849
1482,0.099125
1485,0.049335
1486,0.086757
1490,0.080636
1491,0.030873
1493,0.091631
1494,0.125636
1500,0.291073
1504,0.069976
1506,0.035514
1509,0.291073
1512,0.080474
1514,0.048467
1518,0.035467
1520,0.014033
1522,0.000000
1525,0.030874
1526,0.003006
1529,0.069298
1530,0.034888
1532,0.030836
1533,0.000314
1537,0.033228
1542,0.039810
1544,0.136313
1545,0.080773
1546,0.030868
1549,0.105547
1551,0.050864
1552,0.037330
1555,0.056526
1556,0.073784
1558,0.030862
1560,0.066840
1561,0.037470
1562,0.054786
1563,0.089546
1566,0.079895
1568,0.057338
1570,0.021918
1575,0.019600
1577,0.043673
1579,0.031147
1581,0.110008
1582,0.126118
1585,0.066224
1586,0.149355
1587,0.062734
1593,0.133408
1597,0.009099
1599,0.000090
1608,0.030949
1609,0.030849
1612,0.030849
1615,0.086291
1616,0.032374
1618,0.044866
1619,0.030911
1624,0.192356
1625,0.092481
1627,0.021392
1628,0.089250
1635,0.087894
1636,0.006534
1637,0.056940
1640,0.001138
1642,0.046962
1645,0.114606
1647,0.018415
1648,0.099920
1650,0.291073
1651,0.119535
1653,0.077082
1654,0.018161
1655,0.291073
1656,0.110751
1657,0.051522
1659,0.054769
1661,0.030954
1662,0.000641
1663,0.008094
1664,0.030937
1671,0.088799
1673,0.030849
1674,0.120531
1678,0.018692
1680,0.043329
1682,0.130188
1687,0.131019
1689,0.079667
1690,0.125107
1691,0.118522
1692,0.027532
1696,0.131939
1701,0.019796
1702,0.000024
1705,0.011518
1707,0.148741
1711,0.052367
1714,0.122761
1715,0.048307
1716,0.003506
1717,0.016203
1719,0.160262
1723,0.088779
1725,0.291073
1726,0.284881
1728,0.031233
1730,0.291073
1731,0.030945
1736,0.291073
1742,0.139756
1745,0.014516
1747,0.061899
1749,0.030882
1750,0.090720
1751,0.033832
1752,0.000000
1753,0.070982
1754,0.164095
1758,0.212769
1759,0.291073
1760,0.291073
1761,0.041795
1763,0.069698
1765,0.029569
1767,0.121210
1768,0.041421
1769,0.068842
1774,0.023798
1775,0.117496
1776,0.031146
1777,0.030908
1779,0.093269
1780,0.031009
1783,0.154340
1784,0.291073
1785,0.291073
1789,0.079804
1790,0.104140
1792,0.146498
1793,0.033513
1795,0.065835
1796,0.291073
1798,0.109653
1802,0.031497
1803,0.211727
1805,0.291073
1806,0.021799
1809,0.061625
1810,0.079339
1812,0.066251
1813,0.204369
1814,0.191166
1815,0.999050
1817,0.046181
1818,0.063644
1819,0.000100
1820,0.124439
1821,0.049951
1823,0.107224
1826,0.080352
1827,0.018447
1829,0.109123
1831,0.050071
1833,0.069762
1834,0.029786
1837,0.127610
1838,0.059521
1839,0.107551
1840,0.052300
1841,0.075890
1842,0.037003
1844,0.014709
1845,0.039286
1846,0.055337
1847,0.041049
1850,0.095659
1851,0.015565
1852,0.072735
1860,0.030835
1862,0.226592
1864,0.030852
1865,0.030926
1866,0.030837
1867,0.047262
1870,0.301002
1871,0.041049
1872,0.059042
1873,0.054333
1874,0.127412
1876,0.187962
1878,0.031268
1879,0.030868
1884,0.013401
1885,0.031028
1888,0.030977
1893,0.047690
1897,0.030834
1901,0.005990
1902,0.031908
1903,0.174575
1905,0.031026
1907,0.038998
1908,0.100535
1919,0.039611
1921,0.048289
1926,0.030909
1928,0.139006
1930,0.030866
1933,0.264192
1934,0.085676
1935,0.032899
1939,0.093525
1940,0.086113
1942,0.087663
1943,0.291073
1945,0.071822
1946,0.089292
1948,0.095608
1949,0.031023
1952,0.076809
1953,0.234891
1955,0.010294
1959,0.291073
1963,0.191431
1965,0.005081
1967,0.045688
1968,0.027030
1969,0.118765
1970,0.043673
1973,0.205899
1977,0.000058
1978,0.030925
1979,0.291073
1988,0.143461
1991,0.104506
1994,0.049120
1996,0.051820
1997,0.000002
1998,0.000000
2000,0.033468
2002,0.000000
2004,0.015360
2007,0.095778
2008,0.029099
2010,0.072913
2011,0.071434
2012,0.238765
2015,0.291073
2018,0.008614
2019,0.085764
2023,0.058146
2024,0.030948
2026,0.030831
2028,0.069622
2029,0.030832
2031,0.000099
2033,0.030845
2034,0.126389
2037,0.035242
2038,0.045476
2039,0.291073
2040,0.030833
2042,0.003029
2045,0.071812
2048,0.030947
2049,0.086858
2050,0.303758
2057,0.113723
2061,0.114461
2063,0.083095
2067,0.190028
2069,0.103710
2070,0.064652
2072,0.176127
2073,0.013518
2075,0.043061
2076,0.162252
2081,0.054103
2082,0.192250
2084,0.023170
2085,0.170245
2086,0.030849
2088,0.038561
2092,0.000000
2093,0.165202
2094,0.010398
2096,0.073642
2102,0.000163
2103,0.030864
2104,0.068393
2108,0.017229
2109,0.035474
2111,0.132247
2113,0.189495
2116,0.068763
2117,0.029198
2118,0.008030
2119,0.030925
2120,0.022375
2121,0.086535
2124,0.123377
2125,0.001681
2126,0.291073
2127,0.101982
2131,0.031105
2133,0.227926
2134,0.015423
2136,0.095415
2137,0.025187
2139,0.034330
2144,0.127112
2145,0.049462
2146,0.139475
2149,0.028558
2150,0.291073
2151,0.063054
2152,0.030927
2153,0.102225
2157,0.026347
2158,0.000012
2159,0.291073
2161,0.030848
2163,0.020745
2166,0.052242
2169,0.291073
2171,0.000258
2177,0.086471
2179,0.008896
2182,0.124183
2184,0.058031
2185,0.030836
2186,0.036935
2187,0.291073
2188,0.131566
2189,0.131347
2190,0.030871
2194,0.291073
2195,0.061709
2196,0.129167
2198,0.135740
2199,0.201487
2200,0.031105
2201,0.100004
2203,0.030941
2208,0.085073
2209,0.035273
2210,0.023318
2211,0.113301
2213,0.291073
2214,0.291073
2215,0.137979
2216,0.094673
2218,0.291073
2222,0.017065
2224,0.031152
2229,0.107297
2230,0.031155
2234,0.291073
2235,0.046375
2237,0.016678
2239,0.120857
2241,0.062695
2242,0.030844
2243,0.007965
2244,0.066080
2245,0.059995
2248,0.021739
2251,0.111040
2253,0.033030
2254,0.291073
2257,0.030917
2261,0.001850
2262,0.007909
2266,0.016560
2269,0.133997
2275,0.291073
2278,0.076446
2279,0.060103
2283,0.291073
2284,0.030929
2285,0.291073
2286,0.145548
2287,0.031006
2289,0.030851
2290,0.017093
2291,0.030849
2293,0.074121
2300,0.035460
2301,0.064016
2302,0.013287
2303,0.291073
2304,0.081075
2305,0.021277
2306,0.030845
2307,0.030849
2308,0.048676
2311,0.074891
2313,0.127465
2315,0.083628
2316,0.113859
2318,0.137910
2322,0.291073
2323,0.009753
2325,0.126567
2327,0.043903
2328,0.002653
2329,0.099234
2330,0.291073
2332,0.113851
2333,0.030903
2334,0.051181
2337,0.012105
2338,0.069003
2341,0.030460
2344,0.030850
2345,0.291073
2347,0.291073
2348,0.226099
2349,0.137129
2350,0.030381
2351,0.050004
2358,0.060879
2359,0.138623
2361,0.094604
2363,0.291073
2364,0.291073
2366,1.000000
2369,0.030837
2370,0.134645
2373,0.232937
2375,0.137066
2377,0.041912
2384,0.030850
2385,0.125380
2386,0.000150
2387,0.093776
2388,0.149703
2392,0.026844
2393,0.130577
2394,0.030849
2395,0.191168
2396,0.011961
2397,0.117916
2400,0.030849
2401,0.127092
2403,0.156578
2407,0.000000
2408,0.102742
2410,0.030912
2414,0.135077
2416,0.123482
2421,0.067991
2422,0.030850
2423,0.068181
2425,0.036490
2430,0.002625
2433,0.291073
2434,0.104512
2437,0.030955
2438,0.092219
2439,0.001287
2440,0.101062
2442,0.032782
2444,0.045324
2449,0.098242
2456,0.020416
2458,0.030229
2462,0.001860
2463,0.032540
2464,0.003509
2465,0.120059
2466,0.030416
2470,0.033067
2476,0.009065
2478,0.014509
2482,0.088421
2483,0.005167
2484,0.046731
2487,0.031838
2488,0.030947
2493,0.291073
2494,0.011746
2495,0.225208
2499,0.031125
2501,0.137909
2503,0.180382
2504,0.006962
2507,0.006664
2509,0.190663
2511,0.168319
2512,0.172029
2515,0.291073
2516,0.119600
2517,0.003097
2521,0.075882
2525,0.114776
2527,0.018027
2528,0.139303
2529,0.044792
2530,0.291073
2531,0.093614
2533,0.291073
2537,0.030912
2538,0.003646
2539,0.151618
2541,0.291073
2542,0.030851
2543,0.150903
2544,0.075399
2545,0.012343
2546,0.086351
2548,0.030928
2549,0.291073
2555,0.152622
2556,0.083750
2558,0.114081
2561,0.064169
2563,0.058486
2566,0.000475
2567,0.011934
2572,0.022175
2573,0.175136
2574,0.088322
2578,0.041190
2580,0.035593
2581,0.291073
2582,0.031083
2586,0.045000
2588,0.015569
2589,0.091550
2591,0.014645
2594,0.065709
2595,0.031138
2596,0.140020
2597,0.052988
2599,0.291073
2600,0.086170
2601,0.044676
2611,0.008567
2613,0.000685
2614,0.017021
2615,0.075893
2616,0.134859
2617,0.030914
2618,0.291073
2619,0.031074
2626,0.291073
2630,0.104280
2632,0.000874
2636,0.084896
2639,0.024180
2642,0.008923
2644,0.142503
2647,0.074655
2648,0.100908
2649,0.291073
2651,0.001556
2652,0.105850
2656,0.146017
2658,0.038391
2664,0.172244
2667,0.146905
2669,0.291073
2670,0.030910
2671,0.149329
2672,0.114523
2673,0.055375
2678,0.291073
2679,0.140654
2682,0.002613
2684,0.084791
2685,0.127470
2687,0.049281
2689,0.011645
2700,0.016624
2701,0.043895
2702,0.060762
2704,0.030924
2707,0.291073
2710,0.100525
2713,0.030849
2715,0.121122
2716,0.030372
2724,0.067264
2726,0.043441
2727,0.103676
2728,0.291073
2730,0.138963
2731,0.024432
2733,0.200565
2736,0.000126
2737,0.104197
2739,0.115071
2740,0.039924
2741,0.036124
2745,0.004328
2747,0.100131
2749,0.000000
2751,0.117137
2752,0.275371
2759,0.044595
2760,0.037477
2764,0.031239
2766,0.014779
2769,0.035264
2772,0.004778
2773,0.152732
2774,0.142368
2776,0.291073
2779,0.020090
2782,0.041685
2783,0.030911
2788,0.030911
2789,0.035844
2791,0.134376
2793,0.156954
2794,0.077612
2796,0.057283
2801,0.071633
2803,0.014027
2804,0.030086
2805,0.057689
2806,0.187354
2808,0.234073
2809,0.118680
2812,0.039087
2814,0.008519
2815,0.004256
2816,0.002900
2817,0.030831
2819,0.068041
2821,0.034789
2822,0.101486
2825,0.028009
2827,0.030918
2829,0.072910
2830,0.291073
2831,0.129312
2833,0.028493
2838,0.061877
2839,0.097436
2843,0.031230
2845,0.137607
2849,0.081913
2850,0.291073
2852,0.145677
2859,0.029199
2861,0.074508
2862,0.013852
2863,0.090810
2865,0.043644
2866,0.043958
2867,0.052763
2869,0.291073
2871,0.030832
2872,0.056383
2873,0.120060
2874,0.291073
2876,0.081795
2877,0.000062
2880,0.004190
2881,0.045608
2882,0.011158
2885,0.291073
2886,0.034576
2888,0.134686
2889,0.121768
2891,0.128176
2892,0.291073
2893,0.030861
2897,0.159387
2898,0.036767
2899,0.007414
2901,0.057092
2903,0.026214
2904,0.291073
2905,0.187409
2906,0.099662
2908,0.291073
2910,0.014461
2913,0.031019
2914,0.106733
2915,0.142376
2917,0.291073
2918,0.031752
2919,0.030860
2920,0.010982
2921,0.000671
2922,0.000420
2925,0.030871
2926,0.123692
2927,0.015020
2928,0.147509
2929,0.006271
2930,0.291073
2936,0.036865
2944,0.030911
2949,0.030940
2950,0.291073
2951,0.250390
2952,0.291073
2955,0.143320
2957,0.291073
2959,0.291073
2960,0.100740
2961,0.250783
2963,0.000012
2966,0.065939
2967,0.136421
2968,0.096550
2969,0.000581
2970,0.291073
2972,0.089812
2973,0.016124
2974,0.031224
2975,0.133272
2976,1.000000
2980,0.023983
2983,0.030849
2984,0.043025
2986,0.291073
2988,0.005503
2989,0.054612
2990,0.164389
2991,0.005455
2994,0.010834
2995,0.043948
2997,0.199513
3000,0.101944
3001,0.006036
3002,0.132514
3003,0.078304
3005,0.115678
3007,0.007317
3008,0.035739
3009,0.116333
3011,0.291073
3012,0.020944
3015,0.083717
3017,0.291073
3019,0.089680
3022,0.000451
3025,0.004346
3027,0.191302
3028,0.291073
3030,0.002785
3031,0.055492
3033,0.291073
3035,0.049329
3036,0.079216
3037,0.030830
3039,0.110851
3041,0.013440
3046,0.105936
3047,0.228178
3048,0.038573
3050,0.088337
3051,0.112978
3053,0.111146
3055,0.000161
3056,0.087131
3058,0.238218
3060,0.093132
3062,0.001271
3063,0.000000
3064,0.044537
3065,0.118380
3067,0.030913
3069,0.070667
3070,0.000549
3072,0.222897
3073,0.004528
3074,0.030911
3079,0.031130
3080,0.018699
3083,0.212911
3084,0.291073
3089,0.014743
3093,0.031052
3094,0.018499
3096,0.030848
3098,0.049908
3100,0.291073
3101,0.076862
3102,0.051680
3104,0.114795
3105,0.012155
3106,0.030849
3109,0.069159
3110,0.291073
3111,0.151072
3113,0.023446
3115,0.025225
3116,0.023290
3120,0.053303
3122,0.044384
3124,0.030849
3128,0.066557
3129,0.013347
3130,0.105026
3132,0.251122
3133,0.291073
3135,0.124576
3138,0.009302
3139,0.083450
3140,0.030854
3143,0.022500
3146,0.116699
3148,0.058444
3149,0.004330
3150,0.030930
3152,0.000012
3153,0.010211
3154,0.151517
3155,0.035961
3159,0.218248
3162,0.002111
3163,0.234575
3164,0.291073
3166,0.126345
3167,0.030909
3168,0.104685
3171,0.064828
3172,0.044441
3173,0.027033
3177,0.062036
3181,0.055151
3183,0.076635
3185,0.030915
3186,0.010023
3190,0.257250
3192,0.118827
3193,0.029185
3194,0.029402
3195,0.171197
3197,0.155917
3200,0.030928
3201,0.082824
3206,0.160199
3207,0.291073
3208,0.156764
3210,0.046580
3211,0.058837
3214,0.291073
3216,0.066340
3217,0.291073
3218,0.139037
3219,0.000000
3223,0.030831
3224,0.291073
3227,0.015914
3229,0.062079
3230,0.291073
3231,0.031061
3232,0.013522
3234,0.030887
3241,0.291073
3242,0.035596
3244,0.030929
3246,0.083579
3248,0.291073
3249,0.007022
3250,0.030913
3252,0.291073
3253,0.031033
3254,0.079286
3255,0.030855
3257,0.016141
3260,0.090018
3264,0.030715
3266,0.291073
3267,0.096502
3268,0.034190
3270,0.030950
3271,0.185516
3274,0.244258
3275,0.023228
3276,0.047033
3278,0.120408
3282,0.030844
3284,0.291073
3287,0.027515
3288,0.192906
3289,0.135206
3291,0.030907
3292,0.143475
3293,0.047036
3294,0.030950
3296,0.162714
3298,0.136188
3302,0.093637
3303,0.044724
3304,0.123951
3306,0.046692
3307,0.030854
3309,0.030849
3310,0.108568
3311,0.291073
3312,0.018251
3315,0.024008
3316,0.030970
3320,0.033692
3322,0.000009
3324,0.062875
3325,0.077756
3326,0.110463
3329,0.004047
3331,0.148918
3332,0.140496
3334,0.076855
3336,0.062888
3337,0.097950
3339,0.030875
3340,0.007363
3341,0.003100
3345,0.239310
3348,0.202172
3350,0.187606
3352,0.081430
3354,0.148625
3355,0.003514
3356,0.036869
3357,0.030925
3360,0.057112
3361,0.153091
3362,0.082876
3363,0.105279
3364,0.118194
3365,0.143270
3366,0.076471
3367,0.065761
3372,0.304298
3374,0.068633
3375,0.291073
3376,0.023944
3377,0.037450
3378,0.291073
3380,0.088895
3381,0.123422
3382,0.026790
3385,0.000405
3386,0.006352
3389,0.030862
3390,0.109647
3391,0.146278
3393,0.031095
3394,0.193545
3401,0.121037
3403,0.107306
3404,0.066497
3406,0.194347
3407,0.122553
3410,0.016829
3411,0.142440
3414,0.098290
3416,0.045181
3418,0.030907
3419,0.067401
3421,0.030866
3422,0.075890
3423,0.030913
3424,0.022998
3426,0.030873
3427,0.183990
3429,0.118090
3431,0.030826
3433,0.000987
3435,0.037185
3436,0.076323
3437,0.089994
3438,0.030927
3442,0.121648
3444,0.014575
3447,0.174692
3450,0.291073
3451,0.188026
3454,0.291073
3455,0.030914
3456,0.030913
3459,0.069984
3460,0.022158
3461,0.052687
3463,0.030025
3465,0.009978
3468,0.116451
3469,0.033907
3470,0.153076
3472,0.000000
3473,0.014915
3475,0.030836
3476,0.102394
3478,0.291073
3479,0.030950
3481,0.189757
3483,0.030917
3484,0.043841
3485,0.102257
3488,0.031020
3489,0.033430
3490,0.031011
3494,0.058444
3498,0.139314
3501,0.047817
3503,0.001060
3506,0.086094
3507,0.006705
3509,0.110297
3510,0.005741
3511,0.000732
3512,0.217029
3514,0.089794
3517,0.179111
3519,0.291073
3521,0.109695
3522,0.006603
3524,0.067057
3526,0.010023
3527,0.036593
3529,0.062380
3534,0.004622
3536,0.122252
3539,0.036282
3540,0.023478
3541,0.115967
3542,0.069281
3543,0.100300
3544,0.031488
3545,0.164748
3547,0.023205
3548,0.123257
3549,0.179035
3553,0.291073
3555,0.054513
3556,0.139845
3557,0.031161
3558,0.045996
3564,0.019601
3565,0.027334
3566,0.120958
3568,0.229194
3569,0.031257
3571,0.030618
3574,0.291073
3576,0.030977
3579,0.200360
3582,0.030912
3583,0.030859
3585,0.084841
3586,0.311936
3588,0.000521
3589,0.002358
3590,0.040343
3591,0.048782
3593,0.000017
3594,0.046223
3596,0.011761
3597,0.056038
3598,0.211682
3600,0.042822
3601,0.006961
3602,0.048949
3603,0.184224
